source,step,camera,metric,value
eval_obs_20260828_224504,312,0,laplacian_variance_observed,351.902900258882
eval_obs_20260828_224504,312,0,laplacian_variance_matched_reference,0.0
eval_obs_20260828_224504,336,0,laplacian_variance_observed,352.6881362282698
eval_obs_20260828_224504,336,0,laplacian_variance_matched_reference,0.0
eval_obs_20260828_224504,360,0,laplacian_variance_observed,353.48646668025424
eval_obs_20260828_224504,360,0,laplacian_variance_matched_reference,0.0
eval_obs_20260828_224504,384,0,laplacian_variance_observed,354.7395168862111
eval_obs_20260828_224504,384,0,laplacian_variance_matched_reference,0.0
eval_obs_20260828_224504,408,0,laplacian_variance_observed,354.29364559581904
eval_obs_20260828_224504,408,0,laplacian_variance_matched_reference,0.0
eval_obs_20260828_224504,432,0,laplacian_variance_observed,353.1354619681165
eval_obs_20260828_224504,432,0,laplacian_variance_matched_reference,0.0
eval_obs_20260828_224504,456,0,laplacian_variance_observed,350.8384878197495
eval_obs_20260828_224504,456,0,laplacian_variance_matched_reference,0.0
eval_obs_20260828_224504,480,0,laplacian_variance_observed,350.4586852171778
eval_obs_20260828_224504,480,0,laplacian_variance_matched_reference,0.0
eval_obs_20260828_224504,504,0,laplacian_variance_observed,353.0712687259215
eval_obs_20260828_224504,504,0,laplacian_variance_matched_reference,0.0
eval_obs_20260828_224504,0,0,edge_density_observed,0.029097576530612245
eval_obs_20260828_224504,0,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,24,0,edge_density_observed,0.027941645408163265
eval_obs_20260828_224504,24,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,48,0,edge_density_observed,0.0274234693877551
eval_obs_20260828_224504,48,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,72,0,edge_density_observed,0.027144451530612245
eval_obs_20260828_224504,72,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,96,0,edge_density_observed,0.02770248724489796
eval_obs_20260828_224504,96,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,120,0,edge_density_observed,0.024932238520408163
eval_obs_20260828_224504,120,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,144,0,edge_density_observed,0.02285953443877551
eval_obs_20260828_224504,144,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,168,0,edge_density_observed,0.023198341836734693
eval_obs_20260828_224504,168,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,192,0,edge_density_observed,0.022341358418367346
eval_obs_20260828_224504,192,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,216,0,edge_density_observed,0.022401147959183673
eval_obs_20260828_224504,216,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,240,0,edge_density_observed,0.022620376275510203
eval_obs_20260828_224504,240,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,264,0,edge_density_observed,0.022739955357142856
eval_obs_20260828_224504,264,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,288,0,edge_density_observed,0.023018973214285716
eval_obs_20260828_224504,288,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,312,0,edge_density_observed,0.02268016581632653
eval_obs_20260828_224504,312,0,edge_density_matched_reference,0.0
eval_obs_20260828_224504,336,0,edge_density_observed,0.02321827168367347
eval_obs_20260828_224504,336,0,edge_density_matched_reference,0.0
