episode,frame,mode,hand,valid_steps,next8_endpoint_error_mm,next8_pred_path_mm,next8_gt_path_mm
4,33,RGB,right,32,0.6165316104888916,1.5299543142318726,2.1223037242889404
4,33,BGR,left,32,18.06646156311035,7.631214141845703,24.561809539794922
4,33,BGR,right,32,2.0036396980285645,0.46369674801826477,2.1223037242889404
4,34,RGB,left,32,2.5520057678222656,23.832414627075195,26.177637100219727
4,34,RGB,right,32,0.6807405948638916,1.5748438835144043,2.2094812393188477
4,34,BGR,left,32,18.73322296142578,8.193699836730957,26.177637100219727
4,34,BGR,right,32,1.9226034879684448,0.7000519633293152,2.2094812393188477
4,35,RGB,left,32,0.734652578830719,27.541000366210938,28.069625854492188
4,35,RGB,right,32,1.0451011657714844,1.170352816581726,2.2480742931365967
4,35,BGR,left,32,20.76217269897461,8.413344383239746,28.069625854492188
4,35,BGR,right,32,1.9601134061813354,0.4411722421646118,2.2480742931365967
4,36,RGB,left,32,1.8346152305603027,30.97579574584961,29.811819076538086
4,36,RGB,right,32,0.735429048538208,1.4748207330703735,2.1924009323120117
4,36,BGR,left,32,19.11428451538086,11.112749099731445,29.811819076538086
4,36,BGR,right,32,1.6404838562011719,0.5869826078414917,2.1924009323120117
4,37,RGB,left,32,1.8521404266357422,30.773174285888672,30.96737289428711
4,37,RGB,right,32,0.8377426266670227,1.3158862590789795,2.0955288410186768
4,37,BGR,left,32,19.153942108154297,12.340627670288086,30.96737289428711
4,37,BGR,right,32,1.996176838874817,0.3889029920101166,2.0955288410186768
4,38,RGB,left,32,1.1320818662643433,30.7313175201416,31.460859298706055
4,38,RGB,right,32,0.7862002849578857,1.568981409072876,2.0207417011260986
4,38,BGR,left,32,19.256559371948242,12.280426025390625,31.460859298706055
4,38,BGR,right,32,1.5039222240447998,0.5869275331497192,2.0207417011260986
4,39,RGB,left,32,0.9745256900787354,31.585838317871094,31.421161651611328
4,39,RGB,right,32,0.7117334008216858,1.246195673942566,1.9944769144058228
4,39,BGR,left,32,18.442358016967773,13.14079761505127,31.421161651611328
4,39,BGR,right,32,1.586319923400879,0.4857722520828247,1.9944769144058228
4,40,RGB,left,32,1.4942457675933838,31.92696762084961,31.151309967041016
4,40,RGB,right,32,0.8594594597816467,1.2267259359359741,2.004300832748413
4,40,BGR,left,32,15.047818183898926,16.36394691467285,31.151309967041016
4,40,BGR,right,32,1.6920579671859741,0.4433213472366333,2.004300832748413
4,41,RGB,left,32,1.7224379777908325,31.413105010986328,30.93035888671875
4,41,RGB,right,32,0.8215078115463257,1.4130293130874634,2.0192666053771973
4,41,BGR,left,32,14.846028327941895,16.28791618347168,30.93035888671875
4,41,BGR,right,32,1.50799560546875,0.4931114912033081,2.0192666053771973
4,42,RGB,left,32,1.3492469787597656,30.22696876525879,30.754680633544922
4,42,RGB,right,32,0.41638055443763733,1.5944340229034424,2.0077879428863525
4,42,BGR,left,32,14.666921615600586,16.547269821166992,30.754680633544922
4,42,BGR,right,32,1.6995689868927002,0.44975176453590393,2.0077879428863525
4,43,RGB,left,32,2.6862130165100098,27.638561248779297,30.240379333496094
4,43,RGB,right,32,0.3896147310733795,1.806239366531372,1.954661250114441
4,43,BGR,left,32,14.915510177612305,15.566095352172852,30.240379333496094
4,43,BGR,right,32,1.5931404829025269,0.44601958990097046,1.954661250114441
4,44,RGB,left,32,1.3837387561798096,28.353137969970703,29.128700256347656
4,44,RGB,right,32,0.1571875810623169,1.759477972984314,1.8603965044021606
4,44,BGR,left,32,12.882987022399902,16.523977279663086,29.128700256347656
4,44,BGR,right,32,1.440085768699646,0.49378618597984314,1.8603965044021606
4,45,RGB,left,32,0.25444459915161133,27.91683006286621,27.776477813720703
4,45,RGB,right,32,0.6956623196601868,1.1546145677566528,1.749238133430481
4,45,BGR,left,32,11.850686073303223,16.165205001831055,27.776477813720703
4,45,BGR,right,32,1.6996090412139893,0.38524147868156433,1.749238133430481
4,46,RGB,left,32,0.5927801728248596,28.200428009033203,27.697120666503906
4,46,RGB,right,32,0.6265246272087097,1.1226142644882202,1.6586089134216309
4,46,BGR,left,32,10.846648216247559,17.146705627441406,27.697120666503906
4,46,BGR,right,32,1.270450472831726,0.5567806363105774,1.6586089134216309
4,47,RGB,left,32,1.2196719646453857,28.708356857299805,29.81642723083496
4,47,RGB,right,32,0.3928316533565521,1.3509739637374878,1.578159213066101
4,47,BGR,left,32,12.639473915100098,17.577184677124023,29.81642723083496
4,47,BGR,right,32,0.9625898003578186,0.7268837094306946,1.578159213066101
4,48,RGB,left,32,1.4233458042144775,33.51122283935547,32.31394577026367
4,48,RGB,right,32,0.3481610119342804,1.2799420356750488,1.4489387273788452
4,48,BGR,left,32,12.090893745422363,20.282623291015625,32.31394577026367
4,48,BGR,right,32,1.0091602802276611,0.6263936161994934,1.4489387273788452
4,49,RGB,left,32,1.0721266269683838,33.34368896484375,33.79594421386719
4,49,RGB,right,32,0.3259797692298889,1.4245668649673462,1.2917426824569702
4,49,BGR,left,32,13.9689302444458,19.955123901367188,33.79594421386719
4,49,BGR,right,32,0.8701935410499573,0.6025463938713074,1.2917426824569702
4,50,RGB,left,32,0.47294217348098755,34.34453201293945,34.53408432006836
4,50,RGB,right,32,0.3485338091850281,1.514583945274353,1.162315011024475
4,50,BGR,left,32,13.451918601989746,21.0277099609375,34.53408432006836
4,50,BGR,right,32,0.7543348670005798,0.8886023163795471,1.162315011024475
4,51,RGB,left,32,1.2183363437652588,35.524784088134766,35.26290512084961
4,51,RGB,right,32,0.670413076877594,1.744075894355774,1.0608419179916382
4,51,BGR,left,32,12.992432594299316,22.277912139892578,35.26290512084961
4,51,BGR,right,32,0.6489354968070984,0.9212977886199951,1.0608419179916382
4,52,RGB,left,32,1.7117819786071777,36.491085052490234,36.5909423828125
4,52,RGB,right,32,0.5872426629066467,1.6153115034103394,0.9974594116210938
4,52,BGR,left,32,13.830879211425781,22.706462860107422,36.5909423828125
4,52,BGR,right,32,0.595045804977417,1.0542627573013306,0.9974594116210938
4,53,RGB,left,32,2.2803101539611816,36.90052032470703,38.38966369628906
4,53,RGB,right,32,0.6216741800308228,1.3817626237869263,1.0050020217895508
4,53,BGR,left,32,14.461007118225098,23.874032974243164,38.38966369628906
4,53,BGR,right,32,0.6880561113357544,0.8484389185905457,1.0050020217895508
4,54,RGB,left,32,2.6470448970794678,36.43943405151367,38.824649810791016
4,54,RGB,right,32,0.3696998953819275,1.2182964086532593,1.062769889831543
4,54,BGR,left,32,15.026424407958984,23.725740432739258,38.824649810791016
4,54,BGR,right,32,0.7721616625785828,0.495413213968277,1.062769889831543
4,55,RGB,left,32,2.5147316455841064,34.47058868408203,36.894630432128906
4,55,RGB,right,32,0.22039984166622162,1.207094669342041,1.1305732727050781
4,55,BGR,left,32,13.975561141967773,22.89379119873047,36.894630432128906
4,55,BGR,right,32,1.1226462125778198,0.8677240610122681,1.1305732727050781
4,56,RGB,left,32,0.9990765452384949,34.33258056640625,34.567073822021484
4,56,RGB,right,32,0.2606201767921448,1.0736116170883179,1.216786503791809
4,56,BGR,left,32,10.452778816223145,24.188791275024414,34.567073822021484
4,56,BGR,right,32,1.5584872961044312,1.1793022155761719,1.216786503791809
4,57,RGB,left,32,0.767187237739563,32.531394958496094,33.04474639892578
4,57,RGB,right,32,0.32065990567207336,1.1196247339248657,1.271960973739624
4,57,BGR,left,32,7.958225727081299,25.10856056213379,33.04474639892578
4,57,BGR,right,32,1.327642560005188,0.8316484689712524,1.271960973739624
4,58,RGB,left,32,1.9104629755020142,30.13328742980957,31.768600463867188
4,58,RGB,right,32,0.16187332570552826,1.1087493896484375,1.2616724967956543
4,58,BGR,left,32,7.66746187210083,24.091724395751953,31.768600463867188
4,58,BGR,right,32,1.594757318496704,1.0660791397094727,1.2616724967956543
4,59,RGB,left,32,0.7893698811531067,30.094112396240234,30.20026397705078
4,59,RGB,right,32,0.2547835111618042,1.1332502365112305,1.2470027208328247
4,59,BGR,left,32,5.681341171264648,24.504487991333008,30.20026397705078
4,59,BGR,right,32,1.6844775676727295,1.083587408065796,1.2470027208328247
4,60,RGB,left,32,1.4364272356033325,29.85535430908203,28.906686782836914
4,60,RGB,right,32,0.3158555328845978,0.9803145527839661,1.305335283279419
4,60,BGR,left,32,4.30510950088501,24.695552825927734,28.906686782836914
4,60,BGR,right,32,2.0958468914031982,1.4292304515838623,1.305335283279419
4,61,RGB,left,32,1.0346884727478027,29.301908493041992,28.609909057617188
4,61,RGB,right,32,0.5179808139801025,1.011217474937439,1.39616858959198
4,61,BGR,left,32,5.622241020202637,23.108427047729492,28.609909057617188
4,61,BGR,right,32,2.2777884006500244,1.479085087776184,1.39616858959198
4,62,RGB,left,32,0.7336645722389221,27.93490982055664,28.59915542602539
4,62,RGB,right,32,0.5553397536277771,0.890759289264679,1.373435616493225
4,62,BGR,left,32,5.899656295776367,23.328758239746094,28.59915542602539
4,62,BGR,right,32,2.0025408267974854,1.0696157217025757,1.373435616493225
4,63,RGB,left,32,0.11671653389930725,28.512653350830078,28.51287269592285
4,63,RGB,right,32,0.3783116936683655,0.9665964245796204,1.2472981214523315
4,63,BGR,left,32,6.24304723739624,22.585172653198242,28.51287269592285
4,63,BGR,right,32,2.2694015502929688,1.4493765830993652,1.2472981214523315
4,64,RGB,left,32,0.3464279770851135,28.71454429626465,28.480188369750977
4,64,RGB,right,32,0.24646951258182526,0.9501789212226868,1.1333214044570923
4,64,BGR,left,32,5.915245532989502,22.775630950927734,28.480188369750977
4,64,BGR,right,32,2.036316394805908,1.3273236751556396,1.1333214044570923
4,65,RGB,left,32,1.0534324645996094,27.395416259765625,28.366695404052734
4,65,RGB,right,32,0.18404607474803925,1.075393557548523,1.0964924097061157
4,65,BGR,left,32,7.41073751449585,21.04104232788086,28.366695404052734
4,65,BGR,right,32,2.3478848934173584,1.710828185081482,1.0964924097061157
4,66,RGB,left,32,0.30398184061050415,28.094831466674805,28.363798141479492
4,66,RGB,right,32,0.09957505762577057,1.0909199714660645,1.1302111148834229
4,66,BGR,left,32,6.182010650634766,22.20425796508789,28.363798141479492
4,66,BGR,right,32,2.156287670135498,1.5479592084884644,1.1302111148834229
4,67,RGB,left,32,0.34669506549835205,28.556034088134766,28.722497940063477
4,67,RGB,right,32,0.22520288825035095,0.971770703792572,1.189929485321045
4,67,BGR,left,32,6.34375,22.394821166992188,28.722497940063477
4,67,BGR,right,32,2.2975058555603027,1.7501240968704224,1.189929485321045
4,68,RGB,left,32,1.5442641973495483,27.207550048828125,28.641054153442383
4,68,RGB,right,32,0.1507188379764557,1.0490669012069702,1.188776969909668
4,68,BGR,left,32,7.399709224700928,21.327234268188477,28.641054153442383
4,68,BGR,right,32,2.166616439819336,1.7374123334884644,1.188776969909668
4,69,RGB,left,32,1.535071849822998,26.114925384521484,27.516965866088867
4,69,RGB,right,32,0.19269900023937225,0.9833787083625793,1.1143618822097778
4,69,BGR,left,32,6.219482898712158,21.507123947143555,27.516965866088867
4,69,BGR,right,32,1.9242256879806519,1.5389399528503418,1.1143618822097778
4,70,RGB,left,32,0.48507222533226013,26.64471435546875,26.4195499420166
4,70,RGB,right,32,0.2801046669483185,0.8446621894836426,1.0733534097671509
4,70,BGR,left,32,6.294821262359619,20.483806610107422,26.4195499420166
4,70,BGR,right,32,1.430424690246582,1.0923213958740234,1.0733534097671509
4,71,RGB,left,32,0.5725693702697754,25.8774356842041,25.52043342590332
4,71,RGB,right,32,0.35620278120040894,0.8241567611694336,1.0799092054367065
4,71,BGR,left,32,5.6854023933410645,20.183395385742188,25.52043342590332
4,71,BGR,right,32,1.6120824813842773,1.250744342803955,1.0799092054367065
4,72,RGB,left,32,1.2707901000976562,25.655664443969727,24.457408905029297
4,72,RGB,right,32,0.5535587072372437,0.8759118914604187,1.0944790840148926
4,72,BGR,left,32,5.108501434326172,19.787796020507812,24.457408905029297
4,72,BGR,right,32,1.5086241960525513,1.1569976806640625,1.0944790840148926
4,73,RGB,left,32,0.6872880458831787,23.729177474975586,23.406862258911133
4,73,RGB,right,32,0.5299932956695557,0.8605707883834839,1.1119948625564575
4,73,BGR,left,32,6.027767181396484,17.758939743041992,23.406862258911133
4,73,BGR,right,32,1.4820802211761475,1.212289571762085,1.1119948625564575
4,74,RGB,left,32,1.11659574508667,21.310638427734375,22.415630340576172
4,74,RGB,right,32,0.520839273929596,0.7278468608856201,1.117674469947815
4,74,BGR,left,32,5.638679027557373,16.934701919555664,22.415630340576172
4,74,BGR,right,32,1.3674637079238892,0.8241204023361206,1.117674469947815
4,75,RGB,left,32,0.7258686423301697,20.66617774963379,21.3522891998291
4,75,RGB,right,32,0.5420415997505188,0.6937162280082703,1.0957612991333008
4,75,BGR,left,32,4.889918327331543,16.543506622314453,21.3522891998291
4,75,BGR,right,32,1.3562058210372925,0.8609371185302734,1.0957612991333008
4,76,RGB,left,32,0.9114986062049866,19.332687377929688,20.08380126953125
4,76,RGB,right,32,0.5030137300491333,0.8377793431282043,1.05787193775177
4,76,BGR,left,32,5.837728500366211,14.619690895080566,20.08380126953125
4,76,BGR,right,32,1.215891718864441,0.933417558670044,1.05787193775177
4,77,RGB,left,32,0.4075171947479248,18.545499801635742,18.53997039794922
4,77,RGB,right,32,0.5238043069839478,0.7289330959320068,1.0312162637710571
4,77,BGR,left,32,4.705161094665527,14.13626766204834,18.53997039794922
4,77,BGR,right,32,1.1840965747833252,0.8777438402175903,1.0312162637710571
4,78,RGB,left,32,0.4354757070541382,16.77533721923828,16.739025115966797
4,78,RGB,right,32,0.5548028945922852,0.6826611757278442,1.0263104438781738
4,78,BGR,left,32,4.657668113708496,12.138882637023926,16.739025115966797
4,78,BGR,right,32,1.272242546081543,0.9819390177726746,1.0263104438781738
4,79,RGB,left,32,0.17243045568466187,14.971672058105469,14.892287254333496
4,79,RGB,right,32,0.38177812099456787,0.89640212059021,1.0417509078979492
4,79,BGR,left,32,5.3017706871032715,9.908965110778809,14.892287254333496
4,79,BGR,right,32,1.0404295921325684,0.8685747981071472,1.0417509078979492
4,80,RGB,left,32,0.8754193186759949,12.672283172607422,13.390061378479004
4,80,RGB,right,32,0.36401304602622986,0.8557227253913879,1.138277530670166
4,80,BGR,left,32,6.200998306274414,7.776346683502197,13.390061378479004
4,80,BGR,right,32,0.9326661229133606,0.5567856431007385,1.138277530670166
4,81,RGB,left,32,0.9909776449203491,11.5110502243042,12.386490821838379
4,81,RGB,right,32,0.4870092272758484,0.920139491558075,1.3150898218154907
4,81,BGR,left,32,5.905766010284424,6.970761299133301,12.386490821838379
4,81,BGR,right,32,1.0172669887542725,0.7433030605316162,1.3150898218154907
4,82,RGB,left,32,1.365285038948059,10.2106351852417,11.40774154663086
4,82,RGB,right,32,0.4904659688472748,1.0002332925796509,1.442561149597168
4,82,BGR,left,32,5.850076675415039,6.324792385101318,11.40774154663086
4,82,BGR,right,32,1.10077702999115,0.6799108386039734,1.442561149597168
4,83,RGB,left,32,1.0992743968963623,9.368376731872559,10.296902656555176
4,83,RGB,right,32,0.7279600501060486,0.9462283849716187,1.5021758079528809
4,83,BGR,left,32,5.166560649871826,5.879449844360352,10.296902656555176
4,83,BGR,right,32,1.2545591592788696,0.5762573480606079,1.5021758079528809
4,84,RGB,left,32,0.9354531168937683,8.473583221435547,9.313669204711914
4,84,RGB,right,32,0.6439433097839355,0.918233335018158,1.5200809240341187
4,84,BGR,left,32,4.14377498626709,6.020371437072754,9.313669204711914
4,84,BGR,right,32,1.4365276098251343,0.5033321380615234,1.5200809240341187
4,85,RGB,left,32,0.8350628614425659,7.7780890464782715,8.50588321685791
4,85,RGB,right,32,0.551500678062439,0.9316640496253967,1.4750144481658936
4,85,BGR,left,32,3.641002893447876,5.886329174041748,8.50588321685791
4,85,BGR,right,32,1.4008748531341553,0.5500518083572388,1.4750144481658936
4,86,RGB,left,32,0.9478419423103333,7.288257598876953,7.920555591583252
4,86,RGB,right,32,0.6228668689727783,0.7693994045257568,1.43159818649292
4,86,BGR,left,32,3.427217483520508,5.855705261230469,7.920555591583252
4,86,BGR,right,32,1.3187347650527954,0.5622301697731018,1.43159818649292
4,87,RGB,left,32,0.6493911147117615,7.257275581359863,7.846020221710205
4,87,RGB,right,32,0.5241760015487671,0.7895971536636353,1.449379324913025
4,87,BGR,left,32,2.8214712142944336,6.364002227783203,7.846020221710205
4,87,BGR,right,32,1.2800819873809814,0.49739643931388855,1.449379324913025
4,88,RGB,left,32,1.072581171989441,7.003052234649658,8.003045082092285
4,88,RGB,right,32,0.47676587104797363,0.7432186007499695,1.4216669797897339
4,88,BGR,left,32,2.987264394760132,6.788637161254883,8.003045082092285
4,88,BGR,right,32,1.226477026939392,0.5156075358390808,1.4216669797897339
4,89,RGB,left,32,0.4619278311729431,7.574732780456543,7.707808494567871
4,89,RGB,right,32,0.3614186644554138,0.7956677079200745,1.3038315773010254
4,89,BGR,left,32,2.346562623977661,7.5177764892578125,7.707808494567871
4,89,BGR,right,32,1.3220304250717163,0.6070688962936401,1.3038315773010254
4,90,RGB,left,32,0.2532137334346771,7.286971569061279,7.303762912750244
4,90,RGB,right,32,0.3289811611175537,0.9717233180999756,1.2248328924179077
4,90,BGR,left,32,2.506775140762329,8.049359321594238,7.303762912750244
4,90,BGR,right,32,1.3175345659255981,0.49989408254623413,1.2248328924179077
4,91,RGB,left,32,0.337638795375824,7.062497615814209,7.187526702880859
4,91,RGB,right,32,0.4370326101779938,0.9685003757476807,1.2107315063476562
4,91,BGR,left,32,2.287029266357422,7.895590782165527,7.187526702880859
4,91,BGR,right,32,1.3635649681091309,0.4377734661102295,1.2107315063476562
