run,step,kind,camera,metric,value
eval_obs_20260828_172525,48,observed,0,edge_density,0.07762675382653061
eval_obs_20260828_172525,48,matched_reference,0,edge_density,0.06802056760204081
eval_obs_20260828_172525,72,observed,0,edge_density,0.07842394770408163
eval_obs_20260828_172525,72,matched_reference,0,edge_density,0.06837930484693877
eval_obs_20260828_172525,96,observed,0,edge_density,0.07792570153061225
eval_obs_20260828_172525,96,matched_reference,0,edge_density,0.06971460459183673
eval_obs_20260828_172525,120,observed,0,edge_density,0.07985889668367346
eval_obs_20260828_172525,120,matched_reference,0,edge_density,0.07110969387755102
eval_obs_20260828_172525,144,observed,0,edge_density,0.07934072066326531
eval_obs_20260828_172525,144,matched_reference,0,edge_density,0.07282366071428571
eval_obs_20260828_172525,168,observed,0,edge_density,0.07946029974489796
eval_obs_20260828_172525,168,matched_reference,0,edge_density,0.07282366071428571
eval_obs_20260828_172525,192,observed,0,edge_density,0.08147321428571429
eval_obs_20260828_172525,192,matched_reference,0,edge_density,0.07252471301020408
eval_obs_20260828_172525,216,observed,0,edge_density,0.08041693239795919
eval_obs_20260828_172525,216,matched_reference,0,edge_density,0.07174744897959184
eval_obs_20260828_172525,0,observed,1,luma_mean,0.40834975242614746
eval_obs_20260828_172525,0,matched_reference,1,luma_mean,0.35866686701774597
eval_obs_20260828_172525,24,observed,1,luma_mean,0.43257877230644226
eval_obs_20260828_172525,24,matched_reference,1,luma_mean,0.3667808771133423
eval_obs_20260828_172525,48,observed,1,luma_mean,0.44860097765922546
eval_obs_20260828_172525,48,matched_reference,1,luma_mean,0.3712535500526428
eval_obs_20260828_172525,72,observed,1,luma_mean,0.4583001434803009
eval_obs_20260828_172525,72,matched_reference,1,luma_mean,0.37431591749191284
eval_obs_20260828_172525,96,observed,1,luma_mean,0.4695947468280792
eval_obs_20260828_172525,96,matched_reference,1,luma_mean,0.3867911994457245
eval_obs_20260828_172525,120,observed,1,luma_mean,0.4756670594215393
eval_obs_20260828_172525,120,matched_reference,1,luma_mean,0.39162710309028625
eval_obs_20260828_172525,144,observed,1,luma_mean,0.49105605483055115
eval_obs_20260828_172525,144,matched_reference,1,luma_mean,0.37667474150657654
eval_obs_20260828_172525,168,observed,1,luma_mean,0.4952733814716339
eval_obs_20260828_172525,168,matched_reference,1,luma_mean,0.37667474150657654
eval_obs_20260828_172525,192,observed,1,luma_mean,0.4933893382549286
